WGD,H3K27ac_down,H3K27ac_up,H3K27ac_genebody,H3K27me3_down,H3K27me3_up,H3K27me3_genebody,H3K4me3_down,H3K4me3_up,H3K4me3_genebody,avg_expression,tau,gene_cds_gc,promoter_gc,rec_rate,te_dist,TEGroup_1,TEGroup_2,TEGroup_3,TEGroup_4,TEdenseAvgUp,TEdenseMaxUp,TEdenseAvgDown,TEdenseMaxDown,CG_up_ave,CG_down_ave,CG_body_ave,CHG_up_ave,CHG_down_ave,CHG_body_ave,CHH_up_ave,CHH_down_ave,CHH_body_ave,CG_up_max,CG_down_max,CHG_up_max,CHG_down_max,CHH_up_max,CHH_down_max,summit_fold_enrichment,upstream_distance,downstream_distance,Ka,Ks,omega,location
0,-0.0458288413760174,-0.0028667935150619,1.9821367027368235,-0.2812991045753669,0.0669452866704009,-0.3820835094270534,0.1467861198879534,0.0485617022352383,2.075713436892629,3.0697370160017425,0.4497922499443638,47.43589743589743,30.58823529411765,8.13,1811,0.0,0.0,1.0,0.0,0.0,0.0,0.04545,0.91,0.0739742972972972,0.1014245333333333,0.0,0.0091619911764705,0.0166666771428571,0.0138889,0.0056143212121212,0.0040896955631399,0.0,0.944444,0.766667,0.144841,0.288889,0.138889,0.0833333,4.209,54.0,349.0,0.0193,0.1909,0.1013,1.0
0,-0.1409939773671318,-0.3194790162012499,-0.315673053096536,0.283927914650228,0.1881662490402431,0.4311134480709285,-0.0366103455317438,-0.3836385636928504,-0.3306057798401357,0.2012015738635916,0.9962169694686056,44.25566343042071,35.294117647058826,8.02,1459,0.0,0.0,0.0,1.0,0.2733,1.0,0.0,0.0,0.6320488222222223,0.0,0.003367,0.2655322545454545,0.0,0.0044444466666666,0.0287239566502463,0.0063492159999999,0.0023901825581395,1.0,0.0,1.0,0.0,0.640476,0.0555557,4.53947,106208.0,7628.0,0.2605,0.5475,0.4758,1.0
0,0.0746810752970089,0.1804713456894095,0.2832947391314243,-0.0447733372266728,-0.075463975645263,-0.0777435710632307,-0.0305002858957445,0.1574823658607869,0.169599729584155,3.3949042477346056,0.3095086004773157,45.62458249832999,40.0,8.02,453,0.0,0.0,0.0,1.0,0.25050000000000006,1.0,0.33990000000000004,1.0,0.0,0.0,0.0133333399999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.01446,2792.0,62058.0,0.0362,0.3268,0.1106,1.0
0,-0.1143268058866703,0.1591039650016527,0.3336574149117236,-0.1109407469112925,-0.0272546846584402,-0.2350891363747297,0.3690415136803268,0.1093074856898508,0.3652975858320591,6.130698380964754,0.0948348448819131,49.1062039957939,35.294117647058826,8.02,0,0.0,1.0,0.0,0.0,0.33995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.01446,8311.0,56601.0,0.0212,0.675,0.0314,1.0
0,0.0710931534715601,-0.0131917145714496,-0.0907603046442693,-0.3590868863325124,-0.0286281283970698,-0.0087965871505784,-0.0848021950142319,-0.0134067781872624,-0.0696493296874541,1.883386362013412,0.4618978720406276,44.71544715447154,34.705882352941174,8.02,4142,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037,0.0,0.004357294117647,0.0,0.0077577702702702,0.0075977524390243,0.005291,0.0023718509174311,0.0,0.111111,0.037037,0.0,0.111111,0.111111,8.01446,21191.0,44472.0,0.0316,0.2955,0.107,1.0
0,0.01739949174493,-0.1222763553954588,0.1078454732312151,-0.1941471175448417,-0.0400407276206662,-0.3948607320953774,0.0416882781675492,-0.0465142969076445,-0.0830252251185822,0.7536041361850188,0.8584576978254349,46.46074646074646,34.11764705882353,8.02,3555,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3444444545454545,0.0555555,0.0064412347826086,0.0106837512820512,0.0,0.0023342672268907,0.0022923436893203,0.0079365,0.0,1.0,0.0555557,0.222222,0.111111,0.0833333,8.01446,23762.0,42530.0,0.1065,0.3026,0.352,1.0
0,-0.2665723285032745,0.1467514894870607,0.2235261431079498,-0.3331334065819787,0.1095042603207338,-0.2689080385231884,-0.0848511507548744,0.2300769636382666,0.6081290645166347,2.5048527187968803,0.1986385366978953,47.152428810720274,44.70588235294118,8.07,856,0.0,0.0,0.0,1.0,0.1465,1.0,0.09045,1.0,0.0798342592592592,0.3788638157894737,0.1182539628571428,0.100251536,0.0347290408163265,0.0039293470588235,0.0521011476923076,0.0191445545045045,0.0045183960227272,0.625,1.0,0.488889,0.42963,0.444444,0.244444,7.68053,300.0,132715.0,0.1107,0.3852,0.2873,1.0
0,-0.1413074218283371,-0.6294848306447853,-0.493567952146796,0.3381074820493442,1.647006941166158,1.0012130256096756,0.204195713224193,-0.375089107430489,-0.4389843790450682,0.3156980439956944,0.8945784546899109,45.11904761904762,32.94117647058823,8.07,0,0.0,1.0,0.0,0.0,0.15810000000000002,1.0,0.0425,0.94,0.0573172383333333,0.6437724444444444,0.3365709463414634,0.0460062292682926,0.2153864785714286,0.1502108410714285,0.0142211635451505,0.0360873972677595,0.0374691795640326,0.916667,1.0,0.888889,0.755556,0.511111,0.416667,5.58183,14832.0,8876.0,0.0364,0.3291,0.1105,1.0
0,0.1238641294561931,0.1916590642965035,0.2870217790107529,-0.0559918769704009,0.1200096945505651,-0.2351713264515194,-0.3581990135656219,0.2576075172051353,0.1778867328449069,2.9871086997711096,0.1650425317470449,43.96433470507544,47.647058823529406,8.1,1151,0.0,1.0,0.0,0.0,0.27294999999999997,1.0,0.0,0.0,0.9608465,0.0061728355555555,0.5109999800000001,0.210015864,0.0015664157894736,0.005186559047619,0.0161724446153846,0.0037542938992042,0.0073511579896907,1.0,0.111111,0.783333,0.047619,0.466667,0.111111,5.67691,12835.0,38197.0,0.051,0.3899,0.1308,1.0
0,-0.1036368471343893,-0.1266923874844268,-0.0146724822030723,-0.16175766062506,-0.068128758495716,-0.1081854183379,-0.0092075562456792,-0.1876959470988088,-0.0430325449238072,4.7624356836817,0.0703344274776089,47.33727810650888,42.94117647058823,8.11,0,0.0,1.0,0.0,0.0,0.18699999999999994,1.0,0.0,0.0,0.0,0.0069444375,0.0046296416666666,0.0,0.0027924759259259,0.0038759697674418,0.0,0.0027999891791044,0.004945534117647,0.0,0.111111,0.0,0.095238,0.0,0.166667,4.25421,6192.0,4726.0,0.0633,0.3631,0.1743,1.0
