location,GC_genic,GC_prom,avg_expression,tau,Ka,Ks,O,acr_Lup,acr_Ldown,acr_S,recomb,CHH_up_avg,CHH_down_avg,CHH_body_avg,CHG_up_avg,CHG_down_avg,CHG_body_avg,CG_up_avg,CG_down_avg,CG_body_avg,CHH_up_max,CHH_down_max,CHG_up_max,CHG_down_max,CG_up_max,CG_down_max,TEdist,TEdenseAvgUp,TEdenseAvgDown,TEdenseMaxUp,TEdenseMaxDown,TE1,TE2,TE3,TE4,H2AZ_down,H3K4me1_down,H3K4me3_down,H3K9ac_down,H3K27ac_down,H3K27me3_down,H3K36me3_down,H3K56ac_down,H2AZ_genebody,H3K4me1_genebody,H3K4me3_genebody,H3K9ac_genebody,H3K27ac_genebody,H3K27me3_genebody,H3K36me3_genebody,H3K56ac_genebody,H2AZ_up,H3K4me1_up,H3K4me3_up,H3K9ac_up,H3K27ac_up,H3K27me3_up,H3K36me3_up,H3K56ac_up,WGD
0.0,0.572515,0.54,2.5276311757398604,0.3490801902459478,0.0374,0.1459,0.2566,95419.0,272293.0,74.2861,0.59,0.02,0.03,0.0,0.675,0.175,0.0,0.7949999999999999,0.45999999999999996,0.64,0.1353,0.47219999999999995,1.0,1.0,1.0,1.0,814,0.5990000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.0277351549679354,-0.0672992814413053,-0.0919110946219947,0.0238963927417777,0.008845178131093,0.0071729028644583,-0.1021174031130846,-0.0294575687587922,0.2900856164609341,0.3063487991199781,1.0203251738877666,0.1599892572104408,0.5030995377572786,-0.0483382116115505,0.813919726170754,0.5818621928903687,-0.0431444032047173,-0.0600046162675794,-0.0022095891805679,-0.0366492746377034,5.729342803367232e-05,-0.0216635711730482,-0.0439248336534154,-0.0040285588567372,0
0.0,0.558824,0.58,6.705469962314379,0.1862179414155162,0.0133,0.2623,0.0505,60.0,106249.0,74.2861,0.59,0.01,0.0,0.0,0.41500000000000004,0.0,0.0,0.55,0.56,0.01,0.08879999999999999,0.01665,1.0,0.0185,1.0,1.0,9525,0.21949999999999995,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.1498346089183021,0.4914241709177786,-0.0120890940355305,0.0082762219683148,0.1344934510385689,-0.0427396118599476,0.5165777506430456,0.0433309575976834,0.2512134201653173,0.1937136930541514,1.1260988424847695,0.4649096347502602,0.9192168735274552,0.0370096499750246,0.9060131354020812,0.6053810217384292,0.0095797900417013,-0.0890496489288834,-0.0492669330707188,-0.065245538206025,-0.0005843565997849,-0.0353707752385287,-0.1104344090436479,-0.0407721546762233,0
0.0,0.488818,0.46,2.1094953925910067,0.457849296173994,0.0908,0.12,0.7569,437441.0,56565.0,13.8538,0.59,0.03,0.0,0.025,0.735,0.005,0.005,0.7949999999999999,0.39,0.47,0.33165,0.04875,1.0,0.2,1.0,1.0,377,0.634,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.6525916046796525,0.2078663880588555,1.251049565936428,0.2243506217419185,0.483602427115792,-0.0294948467706114,0.7440952142288693,0.5819606967892839,0.3832682459417154,0.4770010347652852,0.5646360913165592,0.048903494945753,0.266992491906017,-0.0021314224829707,0.9406482134065428,0.2468880552893087,-0.066318261393239,-0.0886578244387858,-0.0408411427962947,-0.0150882967796817,-0.0590718439120202,-0.0471109037000471,-0.0855022856606392,-0.0691014497367677,0
0.0,0.550409,0.47,3.426455501959724,0.3613192991236029,0.0213,0.1531,0.1394,346681.0,145925.0,12.4752,0.58,0.035,0.015,0.015,0.775,0.8,0.065,0.815,0.91,0.38,0.45699999999999996,0.1167,1.0,1.0,1.0,1.0,2274,0.46900000000000014,0.10104999999999995,1.0,1.0,0.0,0.0,1.0,0.0,-0.0488997336080456,-0.087048249938149,-0.0836823529668689,0.0125489206529704,-0.0858673962621981,0.0069207156087435,-0.0934453707492597,-0.0369450389350284,0.1554661938790124,0.299898876227045,0.4979949730595098,0.22810830430714,0.5789477397883214,-0.0103783460710889,0.5164169724248727,0.4860001938423421,-0.0238126244826288,-0.0832498968072675,0.0001502941962957,0.0143371229657522,0.0349592045546674,-0.0498762282061478,-0.0848084779785324,-0.0137113938682451,0
0.0,0.536717,0.51,0.0083959285987961,0.8698382976610913,0.048,0.1978,0.2425,235916.0,58127.0,19.6319,0.58,0.02,0.025,0.0,0.515,0.46499999999999997,0.0,0.785,0.68,0.015,0.29610000000000003,0.2982,0.9792000000000001,1.0,1.0,1.0,2588,0.5268999999999999,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.2309596271987255,-0.056216249829535,-0.0580844948033372,-0.0179361647778202,0.1216688798449635,0.2167792900351109,-0.1002193439940577,-0.0026856436793159,1.1084634126123152,0.4149387292591259,0.5447083980294114,0.0990176005285928,0.3561326542019229,0.1295438946279908,-0.1222284675184786,0.3450634224931873,0.1652002087755301,0.0212248467452364,-0.0389473132892045,-0.059106317767103,-0.005789429000217,-0.0348531326498658,-0.1262822144734125,-0.0698699356659101,0
0.0,0.505503,0.44,1.5104058955877873,0.2741372051798627,0.0673,0.1186,0.5678,186230.0,102182.0,19.6319,0.58,0.04,0.04,0.0,0.36,0.61,0.01,0.5,0.8200000000000001,0.69,0.40575,0.3368,1.0,1.0,1.0,1.0,1731,0.125,0.24799999999999997,1.0,1.0,0.0,0.0,1.0,0.0,-0.0923127493791729,-0.0923716845520092,-0.0653064889081593,-0.0228111482934741,-0.0703231064826378,-0.0398722125997256,-0.111977635244524,-0.0419598640606374,0.1397240280162784,0.4531146317805487,0.7956545224729002,0.4173308446091565,0.9241050754021748,0.0016441575287664,0.8437459908172553,0.8815308015045753,0.1120224681432991,-0.042978268226386,0.2687058348818689,0.1738517179335742,0.4550935853247473,-0.0250315298916158,0.0507150309978451,0.4844372517977626,0
0.0,0.454583,0.46,0.0270282701818283,0.835921255778956,0.043,0.1543,0.2786,18937.0,294805.0,16.7692,0.3,0.02,0.015,0.01,0.61,0.5700000000000001,0.14500000000000002,0.585,0.77,0.25,0.25245,0.11985,1.0,1.0,1.0,1.0,5308,0.228,0.652,1.0,1.0,1.0,0.0,0.0,0.0,-0.0314531834361331,-0.0479271514106076,-0.0513027352207019,-0.0244041835563464,-0.0330974073128852,0.0231954435332888,-0.0844534792116507,-0.0081899448329889,0.6596798686990853,0.2564458791446714,0.058714922808359,-0.0220403639199376,0.1460390196632539,0.0014837825421849,-0.2098425472458312,0.0866752294696857,0.1263804344202329,-0.0444992497529778,-0.0138716025339443,-0.0274882292764516,0.0316837356444376,-0.0129723690339425,-0.0950994045513017,-0.0245377497473481,0
0.0,0.720802,0.55,0.8860235546206593,0.782290693002822,0.0247,0.2912,0.0847,129.0,778.0,77.0961,0.32,0.08499999999999999,0.055,0.005,0.575,0.305,0.0,0.52,0.41000000000000003,0.0,0.6,0.7176,1.0,0.96875,1.0,1.0,1378,0.256,0.039999999999999994,1.0,0.8,1.0,0.0,0.0,0.0,0.1360430079240451,-0.1489897636529095,-0.062120625332537,-0.0630771885150422,0.0626941000280437,0.047196239808304,-0.1502192192759412,-0.0930399052461774,0.172477497836346,-0.0092249118583208,0.9000427366585564,0.1164694453984885,0.2692714447936616,0.0609553279468708,0.2295887337280533,0.3028579773092809,0.1907979255494886,-0.0519673919039621,-0.0175565329598222,0.0121554311288119,0.1294902501640121,0.0435481330819534,-0.0588937788195059,-0.0078331587047463,0
0.0,0.424316,0.34,2.421786655347647,0.3558499186614625,0.056,0.1147,0.4882,1411.0,33543.0,23.4663,0.34,0.095,0.01,0.005,0.265,0.55,0.025,0.24,0.8200000000000001,0.6,0.6598999999999999,0.13055,0.9494,1.0,0.9792000000000001,1.0,0,0.17105,0.5005,1.0,1.0,1.0,0.0,0.0,0.0,-0.0337369036689065,-0.0298998682140396,-0.0395575036907062,-0.0146566701648228,-0.037554474363634,-0.0383633415078046,-0.0436911673793975,-0.0298408184991956,0.0731599033220366,0.7788037475946384,0.3315678729898116,0.1580862501243654,0.451801897806913,-0.041256602428726,1.1548511368897596,0.2694015255311778,0.1452855638652412,-0.0706370603806319,0.112364384504759,-0.0037921900852143,0.2157823501371177,-0.0141552973341896,-0.052595357341766,0.1184132134538335,0
0.0,0.739774,0.46,0.6476253335736963,0.9163508638728358,0.0549,0.3372,0.1627,150540.0,168.0,10.5316,0.34,0.01,0.0,0.0,0.27,0.005,0.0,0.505,0.515,0.0,0.16165000000000002,0.02825,1.0,0.15894999999999998,1.0,1.0,0,0.31799999999999995,0.0385,1.0,0.77,1.0,0.0,0.0,0.0,0.0971207745903554,0.4977891533065331,-0.0020201625388598,0.0414762192936506,0.1614943496693399,-0.0387341368248699,0.5492357364442045,0.0417084900974348,0.0604538980256834,0.0119420136147764,0.1979281579617408,0.0181108269450829,0.0547785756500907,0.0426847253728343,-0.0219655699926221,0.0682440515283264,0.3065496348522528,-0.0749892980548788,-0.0497512888444053,-0.0165935229576746,0.1015624155859156,0.0110591068808934,-0.0996591855194252,0.0035174114660099,0
0.0,0.709233,0.46,1.1732017972992674,0.8571908514155521,0.0828,0.5559,0.149,24537.0,2475.0,7.66892,0.36,0.04,0.0,0.0,0.32,0.0,0.0,0.425,0.37,0.0,0.5446,0.0264,0.9125000000000001,0.02,1.0,1.0,3065,0.0148,0.060500000000000005,0.72,1.0,0.0,0.0,1.0,0.0,0.0636871520725663,0.2924094935382405,0.6193777947558804,0.1444952022946296,0.3156821979700325,-0.010591231731852,0.5939241750962913,0.3793913632615726,0.2621920163045824,0.1273978940750654,0.4917982004384362,0.0814011931946686,0.1644446380494746,0.0553025916558746,-0.0293426581404121,0.2085563524381985,0.515319910267517,0.1559914103839132,0.3277801293009034,0.0591276042988246,0.1864383767958561,0.0368577858690997,-0.0733946928200624,0.1747793814148656,0
0.0,0.603509,0.56,7.692494952444662,0.1736353928656336,0.0,0.3717,0.0,112.0,29748.0,13.8538,0.36,0.045,0.060000000000000005,0.005,0.755,0.21000000000000002,0.0,0.9,0.335,0.08,0.41664999999999996,0.3488,1.0,1.0,1.0,1.0,162,0.3974999999999999,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4084473389445672,0.1592727072041165,0.3349503717260146,0.0188533352092673,0.0730760509555993,0.0291040533420366,-0.0555820602305117,0.0622364195825633,0.1664804033701669,0.2357843125696182,1.2939582444372033,0.3509172204583167,0.6213275495007038,0.029819878917563,1.133334000915322,0.4148721127815261,-0.0613551526588111,-0.0840845333434132,-0.0004013709572073,0.010075514682569,0.0264000305896226,-0.0354118487919189,-0.058195177485366,-0.000412356897475,0
0.0,0.482594,0.46,4.178060822371372,0.282115705505329,0.0225,0.1429,0.1573,87100.0,13433.0,13.3943,0.37,0.04,0.095,0.0,0.715,0.235,0.005,0.72,0.32,0.75,0.37429999999999997,0.37760000000000005,1.0,0.90835,1.0,1.0,1169,0.47850000000000004,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2135121938173682,0.150086371601737,0.3627199640957169,-0.0120119557929276,0.0284647148421594,0.1835277699373776,-0.0707298946845633,0.0543046576131529,-0.0735335908564262,1.1739139549187174,0.4554915026739051,0.0646021370166423,0.2060143859247058,-0.0620502275298978,1.6396092988945352,0.0995805664230716,-0.0373745043594444,-0.0641326439437844,-0.0323681199253874,-0.0029122880599546,0.0288701376496447,-0.0229885003866006,-0.058639691264448,-0.0058552951027259,0
0.0,0.513719,0.3,2.6803128041347666,0.3244139413412644,0.0471,0.1346,0.3498,155244.0,17369.0,20.1441,0.36,0.07500000000000001,0.015,0.0,0.78,0.625,0.005,0.875,0.84,0.475,0.80555,0.19905,1.0,1.0,1.0,1.0,1685,0.9230000000000004,0.1865,1.0,1.0,0.0,0.0,1.0,0.0,-0.0117738439106974,-0.0152321771009253,-0.0150522234202513,-0.0132070381963556,-0.0175920051119396,-0.0161460338741394,-0.0175072546302242,-0.0186802547068374,0.2877827369693895,0.6046009587516968,0.2739120458603262,0.0897253999558211,0.3274938956280078,0.0284739541018971,0.8598757187933623,0.2525121758466579,-0.0361924443734746,-0.0427739381159169,0.003327664038089,0.0091735975373347,0.0448334378536376,-0.0169334104574126,-0.0618756350832889,-0.004289817444372,0
0.0,0.567771,0.62,6.246040489932259,0.1923693228876541,0.0193,0.2586,0.0747,151.0,384.0,35.4819,0.36,0.05,0.01,0.0,0.735,0.07,0.015,0.87,0.2,0.16,0.37155,0.2316,1.0,0.6673,1.0,0.96155,947,0.04449999999999999,0.0,0.51,0.0,0.0,0.0,1.0,0.0,0.1787514799744451,0.0922597708593077,0.3704800052062981,0.1353349143354388,0.4554296202226889,0.0051108809891462,0.0433889190640254,0.4790689043511958,0.4316130786682491,0.4634454962113848,1.3795907417977311,0.2539498894973998,0.5285551917281145,0.0689519350962994,1.0113455109283842,0.2918389306735981,-0.0115827050685497,-0.0668911449534332,-0.0273295596656863,0.0306929142540393,0.0521158488783691,0.0178292342531512,-0.0867190637257916,0.0010264242515316,0
0.0,0.55905,0.65,2.918466190928445,0.2651623253087041,0.0351,0.17,0.2066,103946.0,15032.0,17.741,0.36,0.04,0.02,0.0,0.48,0.83,0.005,0.72,0.95,0.54,0.43565,0.0667,1.0,1.0,1.0,1.0,0,0.22699999999999998,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-0.0030337209701769,-0.0030337209701769,-0.0030337209701769,-0.0030337209701769,-0.001434112536917,-0.000499500137479,-0.0030337209701769,-0.0030337209701769,0.1919746231575231,0.5170359816672905,0.4024893029592903,0.0404025034173589,0.3018642481481687,-0.0228682588501858,0.8103463417961165,0.2555685117541302,0.1004150534518978,-0.0977064976847394,-0.0454496179328898,-0.0276225964709839,0.0440779430585524,-0.0384252980640496,-0.102977077648395,-0.0219044111448921,0
0.0,0.514768,0.611765,4.277297916969072,0.1889055424987074,0.0239,0.1884,0.1268,171.0,120305.0,17.741,0.36,0.06,0.165,0.0,0.08,0.765,0.0,0.135,0.915,0.08499999999999999,0.96875,0.39095,0.9405,1.0,0.93455,0.97915,122,0.0695,0.9165000000000001,1.0,1.0,0.0,0.0,1.0,0.0,-0.0074862255055322,0.0034953266016975,-0.0046573103758957,0.0064283968186714,0.0037776196042955,-0.0060345330201173,-0.0007054471315965,-0.0010893898391933,0.0032055490565088,0.4623326236747808,0.5692296209479368,0.279074136967773,0.6140738646630508,-0.0398398254555271,0.8790256119592647,0.3025829900559663,0.5667723437559424,0.1385691410454566,0.0171405886608479,0.0716453929740111,0.3588626303077261,-0.0108468317409737,-0.0926097421962794,0.1920180165010467,0
0.0,0.625551,0.62,1.4773819997412343,0.4682028693843845,0.0214,0.2764,0.0776,30036.0,43.0,19.1723,0.34,0.02,0.04,0.0,0.42000000000000004,0.69,0.005,0.455,0.745,0.255,0.22704999999999997,0.607,1.0,1.0,1.0,1.0,0,0.1185,0.0759,1.0,1.0,0.0,1.0,0.0,0.0,-0.0231353409199946,-0.0491991296617541,-0.0397199689522083,-0.0087434201326928,-0.0160376329698651,-0.0230374170655002,-0.0953022167698228,-0.045494428579265,0.4016993681306715,0.3916010852017229,0.7909773510656424,0.6151832944642408,1.0510564794987425,-0.000541485826324,0.6373137545682614,0.7267862897397894,0.33586812556923,0.068535133785713,0.0152087194047267,0.146951770760249,0.3566056309718706,0.0443678254390089,-0.0502378828483644,0.2019666800897582,0
0.0,0.508418,0.582353,4.774361711744033,0.3712112415365814,0.0,0.088,0.0,24.0,341.0,47.4448,0.29,0.07,0.0,0.0,0.45499999999999996,0.055,0.0,0.54,0.105,0.41000000000000003,0.7329,0.06665,1.0,0.5139,1.0,0.5,1613,0.303,0.043,1.0,0.7,0.0,0.0,1.0,0.0,0.3249367281711385,0.0158569303343682,-0.0596125369897643,-0.0100919392431614,0.2589278939163729,-0.0368780900505915,-0.1125436538755104,0.0958886559896321,0.2440848570496198,0.358864830065195,0.7381361900103766,0.3353545860386403,0.7167799654667977,-0.009308291533389,0.7506128377081505,0.4112961803181791,0.1771807916826591,-0.0579189433248537,-0.0429714173993483,0.0378972180615799,0.2631715901354285,0.0043067625519093,-0.0660160560051921,0.0869482448504611,0
0.0,0.543144,0.54,2.443119135553961,0.4179406846796261,0.0256,0.1762,0.1455,128.0,60246.0,8.12848,0.29,0.07,0.05,0.005,0.79,0.55,0.015,0.915,0.715,0.6100000000000001,0.70355,0.4138,1.0,1.0,1.0,1.0,0,0.337,0.5870000000000001,1.0,1.0,1.0,0.0,0.0,0.0,-0.0091485168509555,-0.0209099728656541,-0.0382865371523166,0.0142379410017376,0.0757930638683958,-0.0023745687273947,-0.0428298239221324,-0.0366103048372596,0.0417410306080625,0.7660020530293925,0.5017591529817731,0.1203088885982332,0.319328513225707,-0.0365803573405689,1.2366709090564505,0.1658874428801263,-0.0450882006491217,-0.0469149833066526,-0.0471173418479343,-0.0378403696924552,-0.0346492686092977,0.001522461854896,-0.078699933046344,-0.0435951674134019,0
0.0,0.693146,0.588235,0.0096761223289546,0.9914831498994816,0.3745,0.2303,1.6264,206554.0,78037.0,8.12848,0.28,0.05,0.125,0.045,0.05,0.445,0.39,0.07500000000000001,0.535,0.59,0.54445,0.7844500000000001,0.55,0.96875,0.8611,1.0,0,0.419,0.24480000000000002,1.0,1.0,0.0,0.0,1.0,0.0,0.4074134490694797,0.021041949735046,0.0507820639852875,0.0307264189149342,0.0767536820813707,0.5700753120390057,-0.0819556990099018,-0.0071929015772462,0.2083364209474706,0.0548722015615116,0.1976182145815957,0.0193790845629372,0.0747224174906737,0.1446975725064302,-0.0124686584797238,0.0638890520522387,0.6030116375283903,0.2039875530206442,0.019088658353329,-0.0172507852848504,0.0626011700466821,-0.0255886175951135,-0.0631351743186875,0.0016453007638647,0
0.0,0.542484,0.45,5.542965942999189,0.1281694734275308,0.0,0.1937,0.0,11387.0,115206.0,7.66892,0.22,0.015,0.0,0.0,0.16,0.0,0.0,0.305,0.005,0.51,0.10885,0.03125,0.8334,0.05,1.0,0.05555,4107,0.0,0.3821000000000001,0.0,1.0,1.0,0.0,0.0,0.0,0.4317847123064462,0.1623352685820321,0.193781926553209,0.0378675741547129,0.1197775807843303,0.001844595934242,-0.034548342453847,0.1991685320162226,0.0333883353226164,0.5192211606456876,0.4218712754658337,0.137720321199325,0.3150533093945752,-0.0055351497059869,0.9713770645297696,0.3747186714129483,0.1858718387245292,0.0278451387497167,0.1973596008303557,0.022252479325262,0.0723158784831816,0.0653260360487747,-0.0010336514785356,0.0715988889608427,0
0.0,0.557312,0.62,5.88956037704784,0.2205185123103107,0.016,0.1422,0.1122,9.0,233242.0,8.6407,0.08,0.05,0.025,0.0,0.5800000000000001,0.775,0.025,0.565,0.925,0.705,0.55,0.2407,1.0,1.0,1.0,1.0,4590,0.47600000000000003,0.9745,1.0,1.0,0.0,0.0,1.0,0.0,-0.0246916429216684,-0.0379482179376499,-0.055869202130512,-0.0286245542169163,0.0030529755885449,-0.0011355147920011,-0.0551173522624279,-0.0181060898950508,0.1049712408725344,0.5503549424141367,0.3927476019206063,0.1498518256474695,0.3894663104388397,-0.0208762238419331,0.9582207461218516,0.3038065704458926,-0.0264143591327246,-0.1025868782521504,-0.0720176057367348,-0.0450984469814041,-0.014753200882854,-0.0190392095858837,-0.096983526809509,-0.0634883312663749,0
0.0,0.672065,0.62,4.5512642433925,0.4027279277145351,0.0382,0.6572,0.0581,471.0,32605.0,43.6104,0.07,0.02,0.02,0.005,0.7150000000000001,0.375,0.0,0.835,0.5800000000000001,0.005,0.19445,0.3202,1.0,1.0,1.0,1.0,1968,0.4495,0.09350000000000001,1.0,1.0,0.0,1.0,0.0,0.0,0.0199997599870717,0.7629351484350274,0.0382533605239287,0.0472397296320335,0.0112496195369243,-0.0141251473670065,0.7679439222277937,-0.0215029993085703,0.1817207096078892,0.1017865690675109,0.960834236379589,0.5034128692560275,0.7153103630299057,0.0266217492855612,0.5655764615801964,0.4821394181892119,0.2664198312546783,0.0333071862450068,0.0473784866489927,0.112544066366171,0.2779118220339607,0.0562543695427706,-0.0175560700220333,0.1053391519536037,0
0.0,0.592885,0.43,2.998951757482212,0.2158092001722648,0.0418,0.1787,0.2339,828426.0,2163.0,11.5034,0.06,0.06,0.035,0.015,0.795,0.015,0.075,0.885,0.235,0.405,0.6209,0.36905,1.0,0.1625,1.0,1.0,154,0.8875999999999995,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.1934862025283604,0.2586030443322736,0.909071975215594,0.3094073534612455,0.6596527076386737,0.0452263110084019,0.8506571018984538,0.566559331815012,-0.0064844796924161,0.6203156859356511,0.2240322378409187,0.1035333470268154,0.295768771448838,-0.0213654243442021,0.9158708560198936,0.1312741828677273,-0.033471155065657,-0.0697080022681235,-0.0332065432659805,0.014099678731182,0.0131707697624962,-0.0341331928478398,-0.0675146687640285,0.0203024150697487,0
0.0,0.633124,0.38,1.6555681339351895,0.2946589924582801,0.076,0.1278,0.5945,109946.0,1475.0,60.3796,0.06,0.055,0.065,0.0,0.585,0.185,0.03,0.645,0.425,0.645,0.6667,0.4889,1.0,1.0,1.0,1.0,0,0.34800000000000003,0.28400000000000003,1.0,1.0,0.0,1.0,0.0,0.0,0.0700723339509011,0.6261232332167038,0.3740374192697019,0.0460206392426598,0.2487154570364192,-0.0655192124113513,1.0981831893806495,0.0885592753135542,0.0499944190161339,0.7172357990528313,0.4503237523385253,0.0927832872691442,0.3364970468771572,-0.0260156786719905,1.0487526168020151,0.260478072856695,0.2768429327945116,-0.0616571351314042,-0.0220516662574403,0.0290642624913619,0.1466075779147752,0.0202585875584456,-0.0700708127432711,0.0303044629294119,0
0.0,0.504009,0.63,1.7245037256049225,0.4416490319778506,0.043,0.1286,0.3342,1814.0,10580.0,60.3796,0.06,0.07500000000000001,0.02,0.0,0.21500000000000002,0.61,0.0,0.505,0.695,0.59,0.5367,0.20825,1.0,1.0,1.0,1.0,1903,0.19505,0.72,1.0,1.0,1.0,0.0,0.0,0.0,0.0275103424991238,-0.0194213861151251,-0.0550870103244756,0.0390604682617644,0.1282088909671586,-0.0223897707450727,-0.0906625909167776,0.1087182855018414,-0.0187148678921635,0.6299635928932076,-0.0280624793623707,-0.0717774780165843,0.1156196659521911,-0.1092483777565616,0.8066249455379044,-0.0290124328268999,0.1004199724046095,0.3948716477823383,0.5516941146465465,0.1350867372417253,0.3506695403576661,-0.0174507572193429,0.7717852021729864,0.3040437554480117,0
0.0,0.486506,0.55,3.96028647558283,0.235015255677005,0.0068,0.1849,0.0369,47.0,9614.0,23.0067,0.06,0.01,0.03,0.0,0.765,0.5249999999999999,0.015,0.905,0.635,0.7,0.06545000000000001,0.26,1.0,1.0,1.0,1.0,0,0.21950000000000003,0.32799999999999996,1.0,1.0,1.0,0.0,0.0,0.0,0.0966479131896322,-0.0113312461891778,-0.0678305810364577,0.0442309288278398,0.2886235839350172,0.0125741479707888,-0.0720866491178072,0.1678158320026093,0.0015601698379647,0.7896038716819395,0.3597041481457969,0.1012637701930358,0.3163756640580618,-0.0818326969738993,1.311260292739671,0.1269848187881861,-0.0487062051795499,-0.0842594213673634,-0.0306661304583497,-0.008619190325245,-0.0040613954320792,-0.0356993761409407,-0.0749221332000191,-0.0193637060338043,0
0.0,0.70428,0.51,1.6417860030405331,0.4245514653099996,0.037,0.4451,0.0831,60076.0,504.0,9.55982,0.06,0.05,0.08,0.025,0.73,0.2,0.195,0.86,0.16999999999999998,0.535,0.37825,0.6428,1.0,0.8726,1.0,1.0,0,0.9418500000000001,0.09799999999999999,1.0,1.0,0.0,0.0,0.0,1.0,0.2710627804026254,-0.0734860031931972,-0.0716510112655919,0.1498305286094298,0.5459490932511402,-0.0242710256378434,-0.0975771334586732,0.1316836145705189,0.1688620699256256,0.7173214165488764,0.3076663824514495,0.1575602141700076,0.5677639514649963,-0.0689340226349321,0.8504990915598126,0.2454317467929052,-0.0232739585177703,-0.015256929320942,0.0252136450388205,0.0222815975290406,0.0309594552931479,0.0080174406997894,-0.0246324246890034,0.038562043155844,0
0.0,0.663889,0.54,4.079059660453596,0.3087481165983454,0.1057,0.4944,0.2137,47713.0,480.0,16.7692,0.07,0.03,0.075,0.06,0.8,0.71,0.095,0.905,0.865,0.38,0.43055,0.51065,1.0,1.0,1.0,1.0,117,0.0,0.11710000000000001,0.0,1.0,1.0,0.0,0.0,0.0,0.1355538040669568,-0.0025475293476581,0.07578809620021,0.0388879406325398,0.1128002519600406,0.007516042051511,-0.0517076932343213,0.0420431677481092,0.5576591217571086,0.4222910185183182,0.5203412547581151,0.1238190914183683,0.4724130445242028,0.0057845606052152,0.5156782195549311,0.3680244433389515,-0.0501977342556892,-0.0763718190313602,-0.0542900664834252,-0.0248522665377136,-0.0163876420806221,-0.0347404581449116,-0.094606570013157,-0.0304815347757563,0
0.0,0.461749,0.68,6.4415288088006575,0.1618908139312433,0.0148,0.0545,0.2722,97.0,21478.0,32.1071,0.08,0.0,0.12,0.0,0.0,0.345,0.005,0.7050000000000001,0.515,0.44,0.0587,0.625,0.04165,0.9582999999999999,0.96425,1.0,4822,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2455005189656665,-0.0007083159456168,0.0163410491117863,-0.032979872143302,-0.005977084236698,0.0206176066363935,-0.1332230133457755,-0.0244964890738489,-0.0319187103067649,0.6909405215631345,0.6242466344053871,0.1748288838763256,0.3193712561998408,-0.0302991898973121,1.31838187244654,0.2229338309301816,0.2235859639392259,0.3671418990777414,0.7551853185533535,0.1488214480710882,0.2592007193844311,0.0126389385332533,0.8850000658964927,0.2369089720159234,0
0.0,0.530635,0.71,2.90527878136062,0.334482190123942,0.0322,0.1302,0.247,76.0,30362.0,32.1071,0.08,0.0,0.06,0.005,0.005,0.405,0.005,0.53,0.38,0.6950000000000001,0.027,0.60185,0.16665,1.0,1.0,1.0,622,0.09549999999999999,0.7020000000000001,1.0,1.0,0.0,0.0,1.0,0.0,-0.0011247544535276,0.1227748446472,0.0023421824798497,0.0007398757292832,-0.0125597510824078,-0.0065538282804593,0.1242962459749479,-0.0085734065406158,0.1833360993402408,0.7757484353624486,0.4510976461757626,0.0623263181813401,0.1676971665588378,-0.0490658389545125,1.2191028524803835,0.0833483991089105,0.0044915899829281,0.3502047429574634,1.0529504212144143,0.2733403204113258,0.4873740538276487,-0.0068784274604157,1.1495982949728525,0.4666249328127662,0
0.0,0.478212,0.43,1.159432918039417,0.3213085194787579,0.0593,0.131,0.4528,240186.0,137.0,8.6407,0.08,0.015,0.0,0.01,0.7350000000000001,0.0,0.01,0.855,0.035,0.45,0.13885,0.03995,1.0,0.0278,1.0,0.4375,7926,0.8329999999999999,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5827923059261281,0.0996072214420849,0.1577109831490056,-0.0299099297312756,0.0391600778717951,0.5085532024256223,-0.082287067825169,0.0138205725199151,0.5204669522763357,0.492253912134263,0.183593223438214,0.1382496942411862,0.3317528349547881,0.1879615904922154,0.5269035761308997,0.2759972497037673,-0.0705365539209518,-0.077572033080257,0.0125198639120711,0.0161144073530049,0.0633872973901991,-0.0419209890537007,-0.0760229153169667,0.0491354763517253,0
0.0,0.50208,0.44,2.891210399651217,0.344860098477781,0.0582,0.1417,0.411,147353.0,95974.0,8.6407,0.09,0.065,0.04,0.0,0.745,0.77,0.034999999999999996,0.885,0.88,0.685,0.7521,0.4838,1.0,1.0,1.0,1.0,0,0.49749999999999994,0.045500000000000006,1.0,0.91,1.0,0.0,0.0,0.0,-0.0216515783006601,-0.0315526600239608,-0.0367895469071296,-0.0212064712648973,0.0050662815845363,-0.0230405598891331,-0.0440434755979131,-0.0260581779165126,-0.0531791912321412,0.5398643417126557,0.4241938252024569,0.1155378779612144,0.20853615987862,-0.0284160957621778,0.9047217124607304,0.1103116464704208,-0.0487911109854294,-0.0669229487504702,-0.0558318648187778,-0.0165244569701911,0.0068292915683173,0.0028131276830927,-0.0711570241888251,-0.0237190049638077,0
